"Name","Live Bytes","Live Objects"
"java.util.LinkedHashMap$LinkedEntrySet","416 B (0 %)","26 (0 %)"
"sun.nio.ch.OptionKey","408 B (0 %)","17 (0 %)"
"java.time.Duration","408 B (0 %)","17 (0 %)"
"sun.util.locale.StringTokenIterator","400 B (0 %)","10 (0 %)"
"java.security.CodeSource","400 B (0 %)","10 (0 %)"
"sun.nio.cs.UTF_8$Decoder","400 B (0 %)","10 (0 %)"
"java.lang.ThreadLocal$ThreadLocalMap$Entry[]","400 B (0 %)","5 (0 %)"
"java.util.IdentityHashMap","400 B (0 %)","10 (0 %)"
"java.nio.ByteBuffer[]","400 B (0 %)","5 (0 %)"
"java.security.ProtectionDomain","400 B (0 %)","10 (0 %)"
"sun.util.locale.InternalLocaleBuilder","400 B (0 %)","10 (0 %)"
"java.time.ZoneOffset[]","384 B (0 %)","2 (0 %)"
"java.lang.RuntimePermission","384 B (0 %)","16 (0 %)"
"com.sun.management.internal.DiagnosticCommandInfo[]","384 B (0 %)","2 (0 %)"
"java.util.Collections$1","384 B (0 %)","16 (0 %)"
"java.time.ZoneOffset","384 B (0 %)","16 (0 %)"
"sun.nio.fs.WindowsFileAttributeViews$Basic","384 B (0 %)","16 (0 %)"
"java.lang.reflect.ProxyGenerator$PrimitiveTypeInfo","384 B (0 %)","8 (0 %)"
"jdk.internal.misc.InternalLock","368 B (0 %)","23 (0 %)"
"jdk.internal.loader.NativeLibraries$NativeLibraryContext$1","368 B (0 %)","23 (0 %)"
"java.util.ServiceLoader$LazyClassPathLookupIterator","360 B (0 %)","9 (0 %)"
"java.util.stream.Nodes$SpinedNodeBuilder","360 B (0 %)","9 (0 %)"
"java.lang.reflect.ProxyGenerator","352 B (0 %)","2 (0 %)"
"java.util.regex.IntHashSet[]","352 B (0 %)","22 (0 %)"
"java.lang.constant.DirectMethodHandleDesc$Kind","352 B (0 %)","11 (0 %)"
"java.util.HexFormat","352 B (0 %)","11 (0 %)"
"javax.management.MBeanNotificationInfo","352 B (0 %)","11 (0 %)"
"sun.reflect.generics.tree.FormalTypeParameter[]","352 B (0 %)","21 (0 %)"
"java.util.Collections$2","336 B (0 %)","14 (0 %)"
"java.lang.invoke.VarHandleReferences$FieldInstanceReadWrite","336 B (0 %)","7 (0 %)"
"java.util.zip.ZipFile$ZipFileInputStream","336 B (0 %)","6 (0 %)"
"java.lang.invoke.BoundMethodHandle$Species_LLL","336 B (0 %)","7 (0 %)"
"java.lang.invoke.BoundMethodHandle$Species_LLLL","336 B (0 %)","7 (0 %)"
"sun.reflect.generics.tree.TypeSignature[]","328 B (0 %)","18 (0 %)"
"jdk.internal.loader.URLClassPath$1","320 B (0 %)","10 (0 %)"
"jdk.jfr.internal.dcmd.Argument[]","320 B (0 %)","8 (0 %)"
"java.lang.reflect.ProxyGenerator$ProxyMethod","320 B (0 %)","8 (0 %)"
"sun.management.MemoryPoolImpl$CollectionSensor","320 B (0 %)","8 (0 %)"
"java.util.regex.Pattern$Curly","320 B (0 %)","10 (0 %)"
"sun.management.MemoryPoolImpl$PoolSensor","320 B (0 %)","8 (0 %)"
"java.lang.constant.DirectMethodHandleDescImpl","320 B (0 %)","10 (0 %)"
"java.util.stream.StreamOpFlag$Type[]","320 B (0 %)","8 (0 %)"
"java.lang.WeakPairMap$Pair$Weak","320 B (0 %)","8 (0 %)"
"jdk.internal.logger.LazyLoggers$LazyLoggerAccessor","320 B (0 %)","10 (0 %)"
"com.sun.jmx.mbeanserver.MBeanAnalyzer","312 B (0 %)","13 (0 %)"
"com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMaker","312 B (0 %)","13 (0 %)"
"java.lang.module.ModuleReference[]","304 B (0 %)","1 (0 %)"
"java.lang.module.ModuleDescriptor[]","304 B (0 %)","1 (0 %)"
"jdk.internal.module.ModuleResolution[]","304 B (0 %)","1 (0 %)"
"jdk.internal.module.ModuleTarget[]","304 B (0 %)","1 (0 %)"
"jdk.internal.module.ModuleHashes[]","304 B (0 %)","1 (0 %)"
"java.nio.file.attribute.FileTime","288 B (0 %)","9 (0 %)"
"java.net.StandardSocketOptions$StdSocketOption","288 B (0 %)","12 (0 %)"
"java.net.Inet6Address$Inet6AddressHolder","288 B (0 %)","9 (0 %)"
"java.util.ServiceLoader$ModuleServicesLookupIterator","288 B (0 %)","9 (0 %)"
"java.lang.constant.PrimitiveClassDescImpl","288 B (0 %)","9 (0 %)"
"java.io.ByteArrayInputStream","288 B (0 %)","9 (0 %)"
"jdk.internal.loader.NativeLibraries$CountedLock","288 B (0 %)","12 (0 %)"
"java.util.logging.Level$KnownLevel","288 B (0 %)","9 (0 %)"
"java.util.ResourceBundle$CacheKey","288 B (0 %)","4 (0 %)"
"java.util.logging.Level","288 B (0 %)","9 (0 %)"
"jdk.internal.reflect.MethodHandleObjectFieldAccessorImpl","288 B (0 %)","9 (0 %)"
"java.util.concurrent.ConcurrentHashMap$KeyIterator","280 B (0 %)","5 (0 %)"
"java.util.stream.StreamOpFlag[]","280 B (0 %)","7 (0 %)"
"java.lang.invoke.BoundMethodHandle$Species_LLLLL","280 B (0 %)","5 (0 %)"
"java.util.concurrent.ConcurrentHashMap$EntryIterator","280 B (0 %)","5 (0 %)"
"jdk.internal.loader.NativeLibraries$NativeLibraryImpl","280 B (0 %)","7 (0 %)"
"java.lang.NoSuchMethodException","280 B (0 %)","7 (0 %)"
"java.lang.ClassLoader[]","272 B (0 %)","1 (0 %)"
"java.lang.Module[]","272 B (0 %)","1 (0 %)"
"java.nio.file.LinkOption[]","272 B (0 %)","17 (0 %)"
"java.lang.String[][]","264 B (0 %)","3 (0 %)"
"sun.reflect.generics.scope.ClassScope","264 B (0 %)","11 (0 %)"
"java.lang.invoke.MethodHandleImpl$Intrinsic","264 B (0 %)","11 (0 %)"
"java.net.Inet4Address","264 B (0 %)","11 (0 %)"
"jdk.internal.logger.DefaultLoggerFinder$1","256 B (0 %)","16 (0 %)"
"java.lang.WeakPairMap$Pair$Weak$1","256 B (0 %)","8 (0 %)"
"java.util.ResourceBundle$KeyElementReference","256 B (0 %)","8 (0 %)"
"java.util.logging.LogManager$LoggerContext$1","240 B (0 %)","10 (0 %)"
"java.util.regex.Pattern$$Lambda$20.0x80000002a","240 B (0 %)","15 (0 %)"
"java.security.Permission[]","240 B (0 %)","10 (0 %)"
"java.lang.invoke.DirectMethodHandle$Interface","240 B (0 %)","6 (0 %)"
"sun.nio.cs.StreamDecoder","240 B (0 %)","5 (0 %)"
"java.nio.file.StandardOpenOption","240 B (0 %)","10 (0 %)"
"sun.nio.fs.WindowsDirectoryStream","240 B (0 %)","5 (0 %)"
"java.util.Collections$SetFromMap","240 B (0 %)","10 (0 %)"
"java.util.HashMap$ValueSpliterator","240 B (0 %)","6 (0 %)"
"java.util.Collections$UnmodifiableSet","240 B (0 %)","15 (0 %)"
"java.util.EnumMap","240 B (0 %)","6 (0 %)"
"java.util.AbstractMap$SimpleImmutableEntry","240 B (0 %)","10 (0 %)"
"java.util.stream.StreamOpFlag","240 B (0 %)","6 (0 %)"
"java.nio.charset.CoderResult","240 B (0 %)","10 (0 %)"
"sun.invoke.util.ValueConversions$WrapperCache","240 B (0 %)","15 (0 %)"
"sun.util.locale.ParseStatus","240 B (0 %)","10 (0 %)"
"jdk.internal.reflect.DirectMethodHandleAccessor","224 B (0 %)","7 (0 %)"
"sun.security.provider.HashDrbg","224 B (0 %)","2 (0 %)"
"java.util.logging.Logger","224 B (0 %)","4 (0 %)"
"sun.nio.fs.NativeBuffer","224 B (0 %)","7 (0 %)"
"java.util.ImmutableCollections$MapN","224 B (0 %)","7 (0 %)"
"jdk.internal.loader.NativeLibraries","224 B (0 %)","7 (0 %)"
"java.util.ArrayDeque$DeqIterator","224 B (0 %)","7 (0 %)"
"java.util.HashMap$Values","224 B (0 %)","14 (0 %)"
"java.util.ServiceLoader$ProviderImpl","224 B (0 %)","7 (0 %)"
"java.net.Inet6Address","216 B (0 %)","9 (0 %)"
"java.util.concurrent.atomic.AtomicLong","216 B (0 %)","9 (0 %)"
"java.net.InterfaceAddress","216 B (0 %)","9 (0 %)"
"java.lang.reflect.AccessFlag$Location","216 B (0 %)","9 (0 %)"
"sun.util.logging.PlatformLogger$Level","216 B (0 %)","9 (0 %)"
"java.util.ServiceLoader$2","216 B (0 %)","9 (0 %)"
"sun.net.www.protocol.file.FileURLConnection","208 B (0 %)","2 (0 %)"
"jdk.jfr.internal.SecuritySupport$1","208 B (0 %)","13 (0 %)"
"com.sun.jmx.mbeanserver.PerInterface$InitMaps","208 B (0 %)","13 (0 %)"
"java.util.logging.Logger$ConfigurationData","200 B (0 %)","5 (0 %)"
"java.util.IdentityHashMap$KeyIterator","200 B (0 %)","5 (0 %)"
"sun.util.resources.Bundles$BundleReference","200 B (0 %)","5 (0 %)"
"java.lang.StringLatin1$LinesSpliterator","192 B (0 %)","8 (0 %)"
"jdk.jfr.internal.SecuritySupport$SafePath","192 B (0 %)","8 (0 %)"
"sun.nio.ch.FileChannelImpl","192 B (0 %)","3 (0 %)"
"java.util.Enumeration[]","192 B (0 %)","8 (0 %)"
"java.util.regex.Pattern$GroupHead","192 B (0 %)","8 (0 %)"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CollectionMapping","192 B (0 %)","6 (0 %)"
"java.net.NetPermission","192 B (0 %)","8 (0 %)"
"java.lang.CompoundEnumeration","192 B (0 %)","8 (0 %)"
"java.io.BufferedReader","192 B (0 %)","4 (0 %)"
"java.util.PropertyPermission","192 B (0 %)","6 (0 %)"
"java.lang.invoke.BoundMethodHandle$Species_LLLLLLL","192 B (0 %)","3 (0 %)"
"jdk.internal.loader.NativeLibraries$1","192 B (0 %)","12 (0 %)"
"jdk.internal.loader.NativeLibraries$2","192 B (0 %)","12 (0 %)"
"jdk.internal.loader.NativeLibraries$3","192 B (0 %)","12 (0 %)"
"java.lang.invoke.VarForm","192 B (0 %)","6 (0 %)"
"java.util.regex.Pattern$GroupTail","192 B (0 %)","8 (0 %)"
"jdk.internal.util.xml.impl.Input","192 B (0 %)","4 (0 %)"
"jdk.internal.perf.PerfCounter","192 B (0 %)","8 (0 %)"
"jdk.internal.loader.AbstractClassLoaderValue$Sub","192 B (0 %)","8 (0 %)"
"java.lang.invoke.LambdaForm$BasicType","192 B (0 %)","6 (0 %)"
"java.util.ServiceLoader$3","192 B (0 %)","8 (0 %)"
"java.io.FileInputStream","192 B (0 %)","6 (0 %)"
"java.util.regex.Pattern$BmpCharPropertyGreedy","192 B (0 %)","8 (0 %)"
"javax.management.StandardEmitterMBean","192 B (0 %)","6 (0 %)"
"java.math.BigInteger[][]","168 B (0 %)","1 (0 %)"
"java.lang.System$Logger$Level","168 B (0 %)","7 (0 %)"
"sun.nio.fs.NativeBuffer$Deallocator","168 B (0 %)","7 (0 %)"
"javax.management.openmbean.OpenMBeanOperationInfoSupport","168 B (0 %)","3 (0 %)"
"java.util.Collections$UnmodifiableRandomAccessList","168 B (0 %)","7 (0 %)"
"java.util.Collections$UnmodifiableCollection$1","168 B (0 %)","7 (0 %)"
"java.lang.ClassValue$Entry[]","168 B (0 %)","2 (0 %)"
"sun.nio.cs.StreamEncoder","168 B (0 %)","3 (0 %)"
"java.util.ServiceLoader$1","168 B (0 %)","7 (0 %)"
"jdk.net.ExtendedSocketOptions$ExtSocketOption","168 B (0 %)","7 (0 %)"
"java.util.jar.JarFile","168 B (0 %)","3 (0 %)"
"java.lang.StringBuffer","160 B (0 %)","5 (0 %)"
"java.util.logging.LogManager$4","160 B (0 %)","5 (0 %)"
"jdk.jfr.internal.jfc.model.XmlNot","160 B (0 %)","4 (0 %)"
"java.security.ProtectionDomain$Key","160 B (0 %)","10 (0 %)"
"java.util.regex.Pattern$BitClass","160 B (0 %)","10 (0 %)"
"sun.nio.fs.WindowsDirectoryStream$WindowsDirectoryIterator","160 B (0 %)","5 (0 %)"
"jdk.jfr.internal.jfc.model.XmlControl","160 B (0 %)","4 (0 %)"
"java.util.regex.Pattern$Branch","160 B (0 %)","5 (0 %)"
"java.util.RegularEnumSet","160 B (0 %)","5 (0 %)"
"sun.nio.fs.WindowsNativeDispatcher$FirstFile","160 B (0 %)","5 (0 %)"
"java.io.StringReader","160 B (0 %)","4 (0 %)"
"jdk.jfr.internal.jfc.model.XmlFlag","160 B (0 %)","4 (0 %)"
"jdk.jfr.internal.jfc.model.XmlConfiguration","160 B (0 %)","4 (0 %)"
"java.util.zip.ZipFile$Source","160 B (0 %)","2 (0 %)"
"sun.util.locale.provider.LocaleProviderAdapter$Type","160 B (0 %)","5 (0 %)"
"sun.util.locale.provider.LocaleResources","160 B (0 %)","4 (0 %)"
"sun.nio.ch.NioSocketImpl","160 B (0 %)","2 (0 %)"
"java.lang.invoke.VarHandle$AccessType","160 B (0 %)","5 (0 %)"
"java.io.DataInputStream","160 B (0 %)","5 (0 %)"
"java.util.HashMap$EntrySpliterator","160 B (0 %)","4 (0 %)"
"java.lang.ClassValue$Entry","160 B (0 %)","5 (0 %)"
"java.io.ObjectOutputStream$HandleTable","160 B (0 %)","4 (0 %)"
"java.lang.invoke.VarHandle$AccessDescriptor","160 B (0 %)","4 (0 %)"
"java.security.Principal[]","160 B (0 %)","10 (0 %)"
"jdk.internal.logger.LazyLoggers$JdkLazyLogger","160 B (0 %)","10 (0 %)"
"java.lang.invoke.LambdaForm$BasicType[]","160 B (0 %)","4 (0 %)"
"java.lang.invoke.VarHandle$AccessType[]","160 B (0 %)","4 (0 %)"
"java.util.logging.Level[]","160 B (0 %)","3 (0 %)"
"java.lang.Thread[]","152 B (0 %)","2 (0 %)"
"java.util.Formatter","144 B (0 %)","6 (0 %)"
"java.lang.ThreadLocal$ThreadLocalMap","144 B (0 %)","6 (0 %)"
"sun.util.resources.LocaleData$1","144 B (0 %)","6 (0 %)"
"com.sun.management.internal.GarbageCollectorExtImpl","144 B (0 %)","3 (0 %)"
"jdk.internal.loader.URLClassPath$JarLoader","144 B (0 %)","3 (0 %)"
"java.lang.Thread$State","144 B (0 %)","6 (0 %)"
"sun.reflect.annotation.AnnotationParser$1","144 B (0 %)","6 (0 %)"
"java.lang.invoke.BoundMethodHandle$Species_LJ","144 B (0 %)","3 (0 %)"
"sun.reflect.annotation.AnnotationInvocationHandler","144 B (0 %)","6 (0 %)"
"java.lang.ThreadGroup","144 B (0 %)","3 (0 %)"
"java.time.temporal.ChronoField[]","136 B (0 %)","1 (0 %)"
"java.util.ArrayList$ArrayListSpliterator","128 B (0 %)","4 (0 %)"
"java.util.zip.ZipFile$CleanableResource","128 B (0 %)","4 (0 %)"
"java.lang.ThreadLocal","128 B (0 %)","8 (0 %)"
"jdk.internal.org.xml.sax.InputSource","128 B (0 %)","4 (0 %)"
"sun.security.provider.SHA2$SHA256","128 B (0 %)","2 (0 %)"
"java.util.Collections$UnmodifiableMap","128 B (0 %)","4 (0 %)"
"java.lang.invoke.LambdaFormEditor$Transform[]","128 B (0 %)","4 (0 %)"
"java.lang.invoke.MethodHandleImpl$Intrinsic[]","128 B (0 %)","2 (0 %)"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping","128 B (0 %)","4 (0 %)"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$ArrayMapping","128 B (0 %)","4 (0 %)"
"java.io.BufferedOutputStream","120 B (0 %)","3 (0 %)"
"sun.nio.ch.Util$BufferCache","120 B (0 %)","5 (0 %)"
"java.util.stream.StreamOpFlag$Type","120 B (0 %)","5 (0 %)"
"java.util.regex.Pattern$CharPropertyGreedy","120 B (0 %)","5 (0 %)"
"java.io.BufferedInputStream","120 B (0 %)","3 (0 %)"
"java.util.ResourceBundle$BundleReference","120 B (0 %)","3 (0 %)"
"java.util.regex.Pattern$Ques","120 B (0 %)","5 (0 %)"
"java.io.InputStreamReader","120 B (0 %)","5 (0 %)"
"java.lang.invoke.BoundMethodHandle$Species_LI","120 B (0 %)","3 (0 %)"
"sun.nio.fs.WindowsPathType","120 B (0 %)","5 (0 %)"
"java.io.FilePermission","120 B (0 %)","3 (0 %)"
"java.util.regex.Pattern$Node[]","120 B (0 %)","5 (0 %)"
"jdk.internal.math.FloatingDecimal$PreparedASCIIToBinaryBuffer","120 B (0 %)","5 (0 %)"
"java.io.BufferedWriter","120 B (0 %)","3 (0 %)"
"sun.util.locale.provider.LocaleResources$ResourceReference","120 B (0 %)","3 (0 %)"
"jdk.internal.loader.AbstractClassLoaderValue$Memoizer","120 B (0 %)","3 (0 %)"
"java.util.regex.Pattern$CharProperty","120 B (0 %)","5 (0 %)"
"java.lang.module.ModuleDescriptor$Opens","120 B (0 %)","5 (0 %)"
"jdk.internal.loader.URLClassPath","120 B (0 %)","3 (0 %)"
"java.util.Properties$LineReader","120 B (0 %)","3 (0 %)"
"java.util.logging.LogManager$Cleaner","120 B (0 %)","1 (0 %)"
"java.nio.DirectIntBufferRU","112 B (0 %)","2 (0 %)"
"java.io.ObjectOutputStream","112 B (0 %)","2 (0 %)"
"java.lang.ref.Finalizer$FinalizerThread","112 B (0 %)","1 (0 %)"
"jdk.internal.misc.InnocuousThread","112 B (0 %)","1 (0 %)"
"java.time.LocalTime[]","112 B (0 %)","1 (0 %)"
"java.lang.ref.Reference$ReferenceHandler","112 B (0 %)","1 (0 %)"
"java.lang.reflect.AccessFlag[]","112 B (0 %)","1 (0 %)"
"sun.invoke.util.ValueConversions$WrapperCache[]","112 B (0 %)","3 (0 %)"
"sun.util.logging.PlatformLogger$Level[]","104 B (0 %)","2 (0 %)"
"jdk.internal.loader.ClassLoaders$AppClassLoader","104 B (0 %)","1 (0 %)"
"jdk.internal.loader.ClassLoaders$BootClassLoader","104 B (0 %)","1 (0 %)"
"jdk.internal.loader.ClassLoaders$PlatformClassLoader","104 B (0 %)","1 (0 %)"
"sun.security.provider.Sun","104 B (0 %)","1 (0 %)"
"sun.security.jca.ProviderList$1","104 B (0 %)","1 (0 %)"
"sun.net.www.protocol.jar.URLJarFile$URLJarFileEntry","104 B (0 %)","1 (0 %)"
"java.lang.Runtime$Version","96 B (0 %)","3 (0 %)"
"sun.util.calendar.Gregorian$Date","96 B (0 %)","1 (0 %)"
"jdk.internal.loader.URLClassPath$3","96 B (0 %)","4 (0 %)"
"sun.nio.fs.WindowsException","96 B (0 %)","2 (0 %)"
"java.io.PrintStream","96 B (0 %)","2 (0 %)"
"jdk.jfr.internal.dcmd.DCmdStop","96 B (0 %)","4 (0 %)"
"sun.nio.fs.NativeBuffer[]","96 B (0 %)","3 (0 %)"
"java.util.zip.ZipFile$Source$Key","96 B (0 %)","4 (0 %)"
"java.util.Spliterators$1Adapter","96 B (0 %)","4 (0 %)"
"sun.nio.fs.WindowsChannelFactory$Flags","96 B (0 %)","3 (0 %)"
"java.lang.module.ModuleDescriptor$Modifier","96 B (0 %)","4 (0 %)"
"javax.management.openmbean.TabularType","96 B (0 %)","2 (0 %)"
"java.util.Collections$SynchronizedSet","96 B (0 %)","4 (0 %)"
"jdk.internal.logger.BootstrapLogger$LoggingBackend","96 B (0 %)","4 (0 %)"
"java.util.concurrent.atomic.AtomicInteger","96 B (0 %)","6 (0 %)"
"float[]","96 B (0 %)","3 (0 %)"
"sun.reflect.generics.repository.ClassRepository","96 B (0 %)","3 (0 %)"
"java.util.stream.StreamOpFlag$MaskBuilder","96 B (0 %)","6 (0 %)"
"jdk.internal.jimage.ImageLocation","96 B (0 %)","4 (0 %)"
"java.security.DrbgParameters$Instantiation","96 B (0 %)","4 (0 %)"
"java.net.URLClassLoader","96 B (0 %)","1 (0 %)"
"java.io.RandomAccessFile","96 B (0 %)","3 (0 %)"
"jdk.jfr.internal.jfc.model.Parser$ConfigurationHandler","96 B (0 %)","4 (0 %)"
"java.util.Collections$3","96 B (0 %)","4 (0 %)"
"sun.util.locale.BaseLocale[]","96 B (0 %)","1 (0 %)"
"java.util.LinkedHashSet","96 B (0 %)","6 (0 %)"
"java.lang.System$Logger$Level[]","96 B (0 %)","2 (0 %)"
"java.util.stream.StreamShape","96 B (0 %)","4 (0 %)"
"jdk.jfr.internal.jfc.model.JFCModel","96 B (0 %)","4 (0 %)"
"jdk.internal.loader.ClassLoaderValue","96 B (0 %)","6 (0 %)"
"java.security.MessageDigest$Delegate$CloneableDelegate","96 B (0 %)","3 (0 %)"
"jdk.jfr.internal.dcmd.DCmdCheck","96 B (0 %)","4 (0 %)"
"sun.reflect.generics.reflectiveObjects.TypeVariableImpl","96 B (0 %)","3 (0 %)"
"java.util.regex.Pattern$Qtype","96 B (0 %)","4 (0 %)"
"java.io.FileOutputStream","96 B (0 %)","3 (0 %)"
"java.util.stream.ReduceOps$2","96 B (0 %)","4 (0 %)"
"jdk.jfr.internal.dcmd.DCmdStart","96 B (0 %)","4 (0 %)"
"java.lang.NamedPackage","96 B (0 %)","4 (0 %)"
"java.util.concurrent.ConcurrentHashMap$KeySetView","96 B (0 %)","4 (0 %)"
